일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2019/07/29","5880","-120","-2.00","5950","6070","5850","52475","312280830","175852907160","29906957"
"2019/07/26","6000","-10","-0.17","6050","6100","5890","47745","284275820","179441742000","29906957"
"2019/07/25","6010","-130","-2.12","6180","6180","5990","50202","302074300","179740811570","29906957"
"2019/07/24","6140","10","0.16","6110","6200","6110","23084","142089110","183628715980","29906957"
"2019/07/23","6130","-20","-0.33","6090","6220","6090","83827","515759940","183329646410","29906957"
"2019/07/22","6150","-100","-1.60","6280","6330","6050","81648","500318920","183927785550","29906957"
"2019/07/19","6250","30","0.48","6170","6300","6160","55426","346611620","186918481250","29906957"
"2019/07/18","6220","-90","-1.43","6210","6310","6140","74069","459180440","186021272540","29906957"
"2019/07/17","6310","-100","-1.56","6460","6460","6190","31376","196972950","188712898670","29906957"
"2019/07/16","6410","-180","-2.73","6660","6660","6400","31077","201291220","191703594370","29906957"
"2019/07/15","6590","-190","-2.80","6780","6790","6590","22504","149334200","197086846630","29906957"
"2019/07/12","6780","60","0.89","6730","6800","6640","29374","197105240","202769168460","29906957"
"2019/07/11","6720","-70","-1.03","6730","6860","6700","25195","171255730","200974751040","29906957"
"2019/07/10","6790","90","1.34","6690","6850","6630","29191","196186930","203068238030","29906957"
"2019/07/09","6700","-40","-0.59","6660","6780","6630","22410","149798690","200376611900","29906957"
"2019/07/08","6740","-110","-1.61","6890","6890","6700","31741","215087880","201572890180","29906957"
"2019/07/05","6850","100","1.48","6760","6940","6710","22626","153961040","204862655450","29906957"
"2019/07/04","6750","-150","-2.17","6900","6900","6740","48080","326741030","201871959750","29906957"
"2019/07/03","6900","50","0.73","6850","6930","6770","49581","339126490","206358003300","29906957"
"2019/07/02","6850","90","1.33","6700","6880","6700","37058","252527470","204862655450","29906957"
"2019/07/01","6760","-160","-2.31","6900","6940","6680","60188","405967730","202171029320","29906957"
"2019/06/28","6920","20","0.29","6950","6950","6680","47906","325354780","206956142440","29906957"
"2019/06/27","6900","-50","-0.72","7020","7040","6780","51311","351297340","206358003300","29906957"
"2019/06/26","6950","-30","-0.43","6980","7050","6860","32365","225033000","207853351150","29906957"
"2019/06/25","6980","-120","-1.69","7090","7090","6950","44626","311795430","208750559860","29906957"
"2019/06/24","7100","-100","-1.39","7200","7210","7050","30224","214982710","212339394700","29906957"
"2019/06/21","7200","60","0.84","7120","7200","7000","39891","283842750","215330090400","29906957"
"2019/06/20","7140","190","2.73","7020","7320","6970","181283","1297311070","213535672980","29906957"
"2019/06/19","6950","70","1.02","6980","7080","6900","87227","609991850","207853351150","29906957"
"2019/06/18","6880","160","2.38","6790","7040","6720","82879","570540830","205759864160","29906957"
"2019/06/17","6720","-180","-2.61","6920","7040","6680","76556","519033200","200974751040","29906957"
"2019/06/14","6900","-50","-0.72","7020","7060","6890","100645","697877920","206358003300","29906957"
"2019/06/13","6950","30","0.43","6920","7150","6850","61512","428927840","207853351150","29906957"
"2019/06/12","6920","-110","-1.56","7030","7030","6810","36250","249094240","206956142440","29906957"
"2019/06/11","7030","0","0.00","7090","7090","6970","24917","175224650","210245907710","29906957"
"2019/06/10","7030","130","1.88","6970","7090","6910","71034","498113930","210245907710","29906957"
"2019/06/07","6900","100","1.47","6810","7090","6750","114156","791730030","206358003300","29906957"
"2019/06/05","6800","-30","-0.44","6830","6860","6750","15196","103192480","203367307600","29906957"
"2019/06/04","6830","180","2.71","6540","6910","6540","98916","670821890","204264516310","29906957"
"2019/06/03","6650","290","4.56","6360","6650","6150","83367","541481900","198881264050","29906957"
"2019/05/31","6360","360","6.00","5950","6450","5950","97992","612401190","190208246520","29906957"
"2019/05/30","6000","-30","-0.50","6000","6090","5900","79806","474774380","179441742000","29906957"
"2019/05/29","6030","-130","-2.11","6150","6150","5970","54672","329152460","180338950710","29906957"
"2019/05/28","6160","10","0.16","6050","6240","6050","53427","328460820","184226855120","29906957"
"2019/05/27","6150","-170","-2.69","6380","6380","6010","108015","659230650","183927785550","29906957"
"2019/05/24","6320","0","0.00","6310","6340","6210","27782","175162430","189011968240","29906957"
"2019/05/23","6320","-80","-1.25","6360","6410","6240","33526","212143730","189011968240","29906957"
"2019/05/22","6400","-20","-0.31","6490","6490","6350","41452","264895390","191404524800","29906957"
"2019/05/21","6420","80","1.26","6340","6480","6300","54992","352383060","192002663940","29906957"
"2019/05/20","6340","-160","-2.46","6420","6530","6180","154299","975382490","189610107380","29906957"
"2019/05/17","6500","-350","-5.11","6850","6920","6460","131921","876042080","194395220500","29906957"
"2019/05/16","6850","-240","-3.39","7100","7100","6850","32228","222601730","204862655450","29906957"
"2019/05/15","7090","160","2.31","6920","7090","6920","23313","163897540","212040325130","29906957"
"2019/05/14","6930","-80","-1.14","6900","6990","6800","32951","226973310","207255212010","29906957"
"2019/05/13","7010","-40","-0.57","7050","7060","6900","28164","195618520","209647768570","29906957"
"2019/05/10","7050","-80","-1.12","7030","7170","6800","97769","678637350","210844046850","29906957"
"2019/05/09","7130","-120","-1.66","7340","7340","7020","53892","385298120","213236603410","29906957"
"2019/05/08","7250","-50","-0.68","7300","7420","7240","20216","148096210","216825438250","29906957"
"2019/05/07","7300","-40","-0.54","7260","7330","7200","34612","252057710","218320786100","29906957"
"2019/05/03","7340","0","0.00","7380","7400","7290","18602","136885100","219517064380","29906957"
"2019/05/02","7340","120","1.66","7250","7400","7220","38285","281010270","219517064380","29906957"
"2019/04/30","7220","-30","-0.41","7240","7260","7170","19463","140472370","215928229540","29906957"
"2019/04/29","7250","100","1.40","7110","7250","7100","19049","136608090","216825438250","29906957"
"2019/04/26","7150","-50","-0.69","7150","7240","7130","23285","166603140","213834742550","29906957"
"2019/04/25","7200","-130","-1.77","7340","7340","7140","30475","219881850","215330090400","29906957"
"2019/04/24","7330","-40","-0.54","7370","7380","7230","31325","228990770","219217994810","29906957"
"2019/04/23","7370","20","0.27","7350","7390","7290","53269","391251890","220414273090","29906957"
"2019/04/22","7350","100","1.38","7320","7400","7310","91930","676648820","219816133950","29906957"
"2019/04/19","7250","120","1.68","7180","7290","7120","62720","453142310","216825438250","29906957"
"2019/04/18","7130","40","0.56","7110","7260","7090","84616","606319710","213236603410","29906957"
"2019/04/17","7090","30","0.42","7100","7150","7070","27368","194530480","212040325130","29906957"
"2019/04/16","7060","-140","-1.94","7210","7250","7050","93297","661890660","211143116420","29906957"
"2019/04/15","7200","80","1.12","7180","7220","7140","55201","396537940","215330090400","29906957"
"2019/04/12","7120","50","0.71","7080","7160","7060","55513","394952790","212937533840","29906957"
"2019/04/11","7070","80","1.14","7020","7130","6990","66633","470099780","211442185990","29906957"
"2019/04/10","6990","0","0.00","6960","7040","6940","37869","264286600","209049629430","29906957"
"2019/04/09","6990","-90","-1.27","7130","7130","6990","52339","367500740","209049629430","29906957"
"2019/04/08","7080","30","0.43","7090","7110","7040","26293","185764180","211741255560","29906957"
"2019/04/05","7050","20","0.28","7030","7050","6960","35968","251477900","210844046850","29906957"
"2019/04/04","7030","-20","-0.28","7050","7070","6950","37003","259366920","210245907710","29906957"
"2019/04/03","7050","20","0.28","7030","7080","6950","48466","339226800","210844046850","29906957"
"2019/04/02","7030","50","0.72","7050","7110","6990","46420","326456150","210245907710","29906957"
"2019/04/01","6980","50","0.72","6960","7040","6900","82485","573310260","208750559860","29906957"
"2019/03/29","6930","-70","-1.00","6960","7010","6860","74151","513062280","207255212010","29906957"
"2019/03/28","7000","-170","-2.37","7110","7120","6950","59253","416197000","209348699000","29906957"
"2019/03/27","7170","60","0.84","7140","7190","7070","18269","130011570","214432881690","29906957"
"2019/03/26","7110","-60","-0.84","7250","7260","7110","30717","220148050","212638464270","29906957"
"2019/03/25","7170","-90","-1.24","7260","7260","7150","24227","173763540","214432881690","29906957"
"2019/03/22","7260","0","0.00","7260","7350","7220","25984","188434190","217124507820","29906957"
"2019/03/21","7260","-140","-1.89","7490","7490","7250","57526","420664770","217124507820","29906957"
"2019/03/20","7400","-160","-2.12","7560","7560","7300","68710","508616330","221311481800","29906957"
"2019/03/19","7560","-150","-1.95","7690","7750","7480","27845","211619310","226096594920","29906957"
"2019/03/18","7710","120","1.58","7590","7780","7590","40841","314119660","230582638470","29906957"
"2019/03/15","7590","20","0.26","7570","7690","7550","68894","525185270","226993803630","29906957"
"2019/03/14","7570","20","0.26","7550","7660","7500","28911","219734860","226395664490","29906957"
"2019/03/13","7550","10","0.13","7580","7670","7500","45052","342025120","225797525350","29906957"
"2019/03/12","7540","90","1.21","7420","7610","7420","58174","436456840","225498455780","29906957"
"2019/03/11","7450","-110","-1.46","7620","7640","7330","28941","214635670","222806829650","29906957"
"2019/03/08","7560","330","4.56","7250","7590","7250","151076","1131070690","226096594920","29906957"
"2019/03/07","7230","-350","-4.62","7610","7720","7200","133503","985102410","216227299110","29906957"
"2019/03/06","7580","40","0.53","7580","7640","7500","42024","318484540","226694734060","29906957"
"2019/03/05","7540","-200","-2.58","7740","7750","7490","99078","751644710","225498455780","29906957"
"2019/03/04","7740","50","0.65","7690","7810","7690","45398","351744190","231479847180","29906957"
"2019/02/28","7690","-80","-1.03","7770","7980","7680","106523","834234110","229984499330","29906957"
"2019/02/27","7770","-110","-1.40","7890","8060","7610","199164","1575300910","232377055890","29906957"
"2019/02/26","7880","-200","-2.48","8100","8640","7880","641846","5303548870","235666821160","29906957"
"2019/02/25","8080","-10","-0.12","8050","8150","8050","31372","253728210","241648212560","29906957"
"2019/02/22","8090","-10","-0.12","8090","8090","8010","18773","151079280","241947282130","29906957"
"2019/02/21","8100","-40","-0.49","8140","8140","7960","77878","626891630","242246351700","29906957"
"2019/02/20","8140","0","0.00","8140","8200","8120","26291","214486200","243442629980","29906957"
"2019/02/19","8140","-140","-1.69","8300","8300","8140","31440","257059110","243442629980","29906957"
"2019/02/18","8280","-140","-1.66","8420","8480","8200","70547","585883000","247629603960","29906957"
"2019/02/15","8420","50","0.60","8370","8480","8260","81053","680300830","251816577940","29906957"
"2019/02/14","8370","200","2.45","8170","8370","8170","110709","919390240","250321230090","29906957"
"2019/02/13","8170","30","0.37","8130","8190","8050","41740","340334910","244339838690","29906957"
"2019/02/12","8140","160","2.01","8290","8290","7930","79835","644779030","243442629980","29906957"
"2019/02/11","7980","-30","-0.37","8060","8070","7960","35652","290016300","238657516860","29906957"
"2019/02/08","8010","180","2.30","7770","8090","7730","79442","630307230","239554725570","29906957"
"2019/02/07","7830","20","0.26","7800","7870","7760","20388","159118850","234171473310","29906957"
"2019/02/01","7810","-90","-1.14","7880","7920","7770","19623","153794090","233573334170","29906957"
"2019/01/31","7900","0","0.00","7910","7950","7820","22129","174289930","236264960300","29906957"
"2019/01/30","7900","100","1.28","7800","7940","7770","40259","316967150","236264960300","29906957"
"2019/01/29","7800","-50","-0.64","7850","7920","7720","22664","176760370","233274264600","29906957"
"2019/01/28","7850","-180","-2.24","8030","8080","7850","47012","372453040","234769612450","29906957"
"2019/01/25","8030","-40","-0.50","8070","8130","7880","51065","407730060","240152864710","29906957"
"2019/01/24","8070","210","2.67","7890","8150","7770","128196","1025206530","241349142990","29906957"
"2019/01/23","7860","-310","-3.79","8160","8160","7480","438842","3377250320","235068682020","29906957"
"2019/01/22","8170","-120","-1.45","8220","8290","8070","45394","372401780","244339838690","29906957"
"2019/01/21","8290","0","0.00","8350","8350","8120","46890","385528980","247928673530","29906957"
"2019/01/18","8290","260","3.24","8030","8300","8010","82587","677601300","247928673530","29906957"
"2019/01/17","8030","-90","-1.11","8170","8190","7980","69930","565219590","240152864710","29906957"
"2019/01/16","8120","140","1.75","8000","8160","7980","54369","441573850","242844490840","29906957"
"2019/01/15","7980","-30","-0.37","8070","8110","7900","57850","465496160","238657516860","29906957"
"2019/01/14","8010","100","1.26","8000","8030","7820","54514","431273170","239554725570","29906957"
"2019/01/11","7910","10","0.13","7970","8090","7890","66200","528782830","236564029870","29906957"
"2019/01/10","7900","-10","-0.13","7980","8110","7850","97673","784205710","236264960300","29906957"
"2019/01/09","7910","70","0.89","7830","8000","7740","116241","922147130","236564029870","29906957"
"2019/01/08","7840","170","2.22","7700","7900","7670","84781","664080930","234470542880","29906957"
"2019/01/07","7670","220","2.95","7460","7840","7460","174672","1343440410","229386360190","29906957"
"2019/01/04","7450","80","1.09","7400","7540","7330","59191","438345990","222806829650","29906957"
"2019/01/03","7370","110","1.52","7290","7570","7280","126598","941295720","220414273090","29906957"
"2019/01/02","7260","-90","-1.22","7440","7440","7260","28493","208873280","217124507820","29906957"
"2018/12/28","7350","210","2.94","7170","7420","7170","77567","569932610","219816133950","29906957"
"2018/12/27","7140","-240","-3.25","7380","7380","7050","40790","295748890","213535672980","29906957"
"2018/12/26","7380","-20","-0.27","7330","7380","7220","67815","495108670","220713342660","29906957"
"2018/12/24","7400","60","0.82","7340","7440","7300","62617","463267260","221311481800","29906957"
"2018/12/21","7340","10","0.14","7250","7380","7230","16351","119437220","219517064380","29906957"
"2018/12/20","7330","-20","-0.27","7240","7370","7240","24184","176390030","219217994810","29906957"
"2018/12/19","7350","110","1.52","7240","7400","7180","50569","370967080","219816133950","29906957"
"2018/12/18","7240","-60","-0.82","7150","7340","7140","28573","207029380","216526368680","29906957"
"2018/12/17","7300","90","1.25","7120","7320","7040","52294","377061610","218320786100","29906957"
"2018/12/14","7210","-70","-0.96","7280","7340","7160","19291","139973240","215629159970","29906957"
"2018/12/13","7280","10","0.14","7340","7340","7200","20836","152059460","217722646960","29906957"
"2018/12/12","7270","130","1.82","7100","7310","7100","27911","202633470","217423577390","29906957"
"2018/12/11","7140","150","2.15","7000","7210","6990","35447","251900700","213535672980","29906957"
"2018/12/10","6990","-120","-1.69","7110","7120","6950","38944","272464280","209049629430","29906957"
"2018/12/07","7110","-120","-1.66","7240","7330","7110","66999","482110980","212638464270","29906957"
"2018/12/06","7230","-210","-2.82","7440","7440","7170","81532","592586610","216227299110","29906957"
"2018/12/05","7440","-150","-1.98","7500","7530","7390","62410","464846380","222507760080","29906957"
"2018/12/04","7590","-110","-1.43","7700","7730","7560","42813","324991960","226993803630","29906957"
"2018/12/03","7700","10","0.13","7850","7850","7640","57997","447079640","230283568900","29906957"
"2018/11/30","7690","90","1.18","7600","7820","7600","58355","448976660","229984499330","29906957"
"2018/11/29","7600","-120","-1.55","7740","7790","7580","50051","385235820","227292873200","29906957"
"2018/11/28","7720","-130","-1.66","7810","7850","7720","36148","280561200","230881708040","29906957"
"2018/11/27","7850","140","1.82","7790","7920","7680","67386","526894750","234769612450","29906957"
"2018/11/26","7710","190","2.53","7520","7760","7420","49598","380154490","230582638470","29906957"
"2018/11/23","7520","-100","-1.31","7620","7710","7490","31423","238502430","224900316640","29906957"
"2018/11/22","7620","-140","-1.80","7870","7870","7620","59504","456401690","227891012340","29906957"
"2018/11/21","7760","240","3.19","7490","7790","7370","97358","738726110","232077986320","29906957"
"2018/11/20","7520","-230","-2.97","7650","7760","7490","80833","615332920","224900316640","29906957"
"2018/11/19","7750","-40","-0.51","7800","7940","7600","116014","901337450","231778916750","29906957"
"2018/11/16","7790","30","0.39","7750","7850","7680","69471","540536870","232975195030","29906957"
"2018/11/15","7760","-170","-2.14","7940","7940","7730","141813","1108831650","232077986320","29906957"
"2018/11/14","7930","920","13.12","7010","7930","6900","525548","3987194520","237162169010","29906957"
"2018/11/13","7010","-50","-0.71","6920","7060","6800","52540","361078390","209647768570","29906957"
"2018/11/12","7060","0","0.00","7060","7130","6990","20375","143698140","211143116420","29906957"
"2018/11/09","7060","-40","-0.56","7080","7100","7010","21042","148060970","211143116420","29906957"
"2018/11/08","7100","-20","-0.28","7250","7250","7020","37970","269614570","212339394700","29906957"
"2018/11/07","7120","-30","-0.42","7150","7200","6950","86904","616357680","212937533840","29906957"
"2018/11/06","7150","-50","-0.69","7200","7280","7110","19873","142507110","213834742550","29906957"
"2018/11/05","7200","10","0.14","7100","7290","7040","33344","237062170","215330090400","29906957"
"2018/11/02","7190","180","2.57","6960","7270","6960","63608","455601270","215031020830","29906957"
"2018/11/01","7010","50","0.72","6960","7170","6920","65547","458615210","209647768570","29906957"
"2018/10/31","6960","150","2.20","7000","7000","6760","12640","87443350","208152420720","29906957"
"2018/10/30","6810","160","2.41","6510","6880","6360","87516","578471520","203666377170","29906957"
"2018/10/29","6650","-120","-1.77","6660","7000","6640","105697","724240340","198881264050","29906957"
"2018/10/26","6770","-230","-3.29","7030","7180","6660","68112","464867840","202470098890","29906957"
"2018/10/25","7000","-180","-2.51","7000","7200","6960","71058","499930940","209348699000","29906957"
"2018/10/24","7180","-140","-1.91","7270","7430","7100","71420","524716790","214731951260","29906957"
"2018/10/23","7320","50","0.69","7150","7440","7150","54487","398712580","218918925240","29906957"
"2018/10/22","7270","200","2.83","7100","7340","7040","51056","370134930","217423577390","29906957"
"2018/10/19","7070","-170","-2.35","7200","7380","7070","45494","323900910","211442185990","29906957"
"2018/10/18","7240","-60","-0.82","7380","7420","7240","22126","161721090","216526368680","29906957"
"2018/10/17","7300","100","1.39","7220","7400","7220","19481","142182380","218320786100","29906957"
"2018/10/16","7200","0","0.00","7160","7350","7160","24798","180000510","215330090400","29906957"
"2018/10/15","7200","-20","-0.28","7300","7310","7150","35912","260077110","215330090400","29906957"
"2018/10/12","7220","290","4.18","6770","7270","6770","75554","531215050","215928229540","29906957"
"2018/10/11","6930","-320","-4.41","6890","7270","6890","115844","814936300","207255212010","29906957"
"2018/10/10","7250","-80","-1.09","7320","7440","7010","113587","819739910","216825438250","29906957"
"2018/10/08","7330","-200","-2.66","7400","7550","7330","50064","372098790","219217994810","29906957"
"2018/10/05","7530","-80","-1.05","7470","7610","7430","59895","449464480","225199386210","29906957"
"2018/10/04","7610","30","0.40","7580","7660","7500","52570","398194730","227591942770","29906957"
"2018/10/02","7580","-190","-2.45","7680","7940","7580","82435","631274940","226694734060","29906957"
"2018/10/01","7770","20","0.26","7750","7810","7680","37861","292819990","232377055890","29906957"
"2018/09/28","7750","-10","-0.13","7770","7840","7670","50803","392496520","231778916750","29906957"
"2018/09/27","7760","-40","-0.51","7840","7840","7710","72522","562689150","232077986320","29906957"
"2018/09/21","7800","-100","-1.27","7930","7950","7780","131258","1026714440","233274264600","29906957"
"2018/09/20","7900","-140","-1.74","8010","8110","7820","109312","867111000","236264960300","29906957"
"2018/09/19","8040","-20","-0.25","8060","8090","8000","86525","695371780","240451934280","29906957"
"2018/09/18","8060","-50","-0.62","8030","8120","8010","59504","479695650","241050073420","29906957"
"2018/09/17","8110","-10","-0.12","8120","8200","8020","102735","833177300","242545421270","29906957"
