일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2019/11/19","151500","0","0.00","152000","153000","150000","10130","1537598500","483304089000","3190126"
"2019/11/18","151500","-1500","-0.98","153000","153500","150000","13611","2055454000","483304089000","3190126"
"2019/11/15","153000","-500","-0.33","154000","155000","151000","10888","1661136500","488089278000","3190126"
"2019/11/14","153500","-2500","-1.60","156500","157500","153000","10742","1653525000","489684341000","3190126"
"2019/11/13","156000","-3500","-2.19","159500","160000","156000","7459","1175112500","497659656000","3190126"
"2019/11/12","159500","2000","1.27","157500","159500","156500","6889","1086757000","508825097000","3190126"
"2019/11/11","157500","-1000","-0.63","158500","160000","155500","8333","1305306000","502444845000","3190126"
"2019/11/08","158500","0","0.00","159000","161000","158000","8863","1406508500","505634971000","3190126"
"2019/11/07","158500","-1500","-0.94","160500","162000","158500","12056","1923962500","505634971000","3190126"
"2019/11/06","160000","-2500","-1.54","162000","162500","158000","29575","4710665500","510420160000","3190126"
"2019/11/05","162500","-2000","-1.22","164500","164500","159500","20759","3344512000","518395475000","3190126"
"2019/11/04","164500","-4500","-2.66","172000","172500","164000","18633","3094383500","524775727000","3190126"
"2019/11/01","169000","3500","2.11","165500","171500","164000","16149","2727204000","539131294000","3190126"
"2019/10/31","165500","0","0.00","167500","167500","163000","11523","1892793000","527965853000","3190126"
"2019/10/30","165500","-2500","-1.49","168000","168000","163500","9498","1569188500","527965853000","3190126"
"2019/10/29","168000","4000","2.44","164500","169500","164500","15995","2676061000","535941168000","3190126"
"2019/10/28","164000","500","0.31","164000","165500","163000","7898","1296038500","523180664000","3190126"
"2019/10/25","163500","-1500","-0.91","164000","167000","162500","10878","1780238500","521585601000","3190126"
"2019/10/24","165000","-1000","-0.60","165500","167500","162500","8182","1344634000","526370790000","3190126"
"2019/10/23","166000","-3000","-1.78","169500","169500","165000","12109","2011035000","529560916000","3190126"
"2019/10/22","169000","-1500","-0.88","170500","171000","168500","9749","1654846500","539131294000","3190126"
"2019/10/21","170500","-4000","-2.29","176000","176500","168500","10954","1866763000","543916483000","3190126"
"2019/10/18","174500","-1000","-0.57","175500","177000","173500","5808","1018280500","556676987000","3190126"
"2019/10/17","175500","2000","1.15","174000","175500","170500","12384","2137883500","559867113000","3190126"
"2019/10/16","173500","-2000","-1.14","176000","176000","172500","14275","2475580500","553486861000","3190126"
"2019/10/15","175500","-4000","-2.23","180000","180500","174500","10729","1885226000","559867113000","3190126"
"2019/10/14","179500","1000","0.56","178500","180500","176000","16679","2967457500","572627617000","3190126"
"2019/10/11","178500","6000","3.48","174000","178500","172000","13154","2321501000","569437491000","3190126"
"2019/10/10","172500","0","0.00","176500","176500","169500","13280","2279354500","550296735000","3190126"
"2019/10/08","172500","3500","2.07","169500","174000","168500","13384","2300917500","550296735000","3190126"
"2019/10/07","169000","4000","2.42","165000","169500","164000","11788","1977348500","539131294000","3190126"
"2019/10/04","165000","500","0.30","164500","169000","164500","8395","1397080000","526370790000","3190126"
"2019/10/02","164500","0","0.00","165000","169000","163500","10311","1703885000","524775727000","3190126"
"2019/10/01","164500","-4500","-2.66","169000","169000","164000","7723","1284617000","524775727000","3190126"
"2019/09/30","169000","6000","3.68","162500","169500","162500","10519","1751066500","539131294000","3190126"
"2019/09/27","163000","-4000","-2.40","165500","167500","161000","8789","1441164000","519990538000","3190126"
"2019/09/26","167000","-500","-0.30","167500","169500","165000","9788","1637920500","532751042000","3190126"
"2019/09/25","167500","0","0.00","167500","168000","165000","8865","1477709500","534346105000","3190126"
"2019/09/24","167500","5500","3.40","162500","168500","162000","14143","2347509500","534346105000","3190126"
"2019/09/23","162000","1000","0.62","162500","163500","160500","6808","1103710000","516800412000","3190126"
"2019/09/20","161000","1000","0.63","158000","164500","158000","12856","2082886000","513610286000","3190126"
"2019/09/19","160000","-1000","-0.62","160000","162000","158500","4594","734939500","510420160000","3190126"
"2019/09/18","161000","1500","0.94","161000","162000","158500","5573","894654000","513610286000","3190126"
"2019/09/17","159500","500","0.31","159000","162000","158000","6160","984620000","508825097000","3190126"
"2019/09/16","159000","0","0.00","158500","161500","158000","8013","1281748500","507230034000","3190126"
"2019/09/11","159000","3000","1.92","155500","159000","155500","7595","1197394000","507230034000","3190126"
"2019/09/10","156000","500","0.32","156000","158500","155000","6314","991194500","497659656000","3190126"
"2019/09/09","155500","1000","0.65","155500","157000","154500","6749","1050170500","496064593000","3190126"
"2019/09/06","154500","1500","0.98","153000","156500","152000","7025","1087455500","492874467000","3190126"
"2019/09/05","153000","-1500","-0.97","155000","155500","153000","7098","1090977000","488089278000","3190126"
"2019/09/04","154500","-2500","-1.59","157000","157000","153500","7643","1180023500","492874467000","3190126"
"2019/09/03","157000","5000","3.29","152500","158000","151000","18538","2877631000","500849782000","3190126"
"2019/09/02","152000","1500","1.00","151000","153500","148500","7502","1138048500","484899152000","3190126"
"2019/08/30","150500","0","0.00","151500","153500","150000","17880","2708540500","480113963000","3190126"
"2019/08/29","150500","-1500","-0.99","152500","152500","150000","8270","1247960000","480113963000","3190126"
"2019/08/28","152000","2000","1.33","150500","153000","149000","12781","1927430000","484899152000","3190126"
"2019/08/27","150000","-4500","-2.91","155000","156000","149000","20785","3155429500","478518900000","3190126"
"2019/08/26","154500","-5500","-3.44","156000","157500","152000","22618","3484209000","492874467000","3190126"
"2019/08/23","160000","-2500","-1.54","161500","161500","158500","8407","1342701000","510420160000","3190126"
"2019/08/22","162500","0","0.00","164000","165000","161500","6915","1127409000","518395475000","3190126"
"2019/08/21","162500","-500","-0.31","166000","168500","162500","11092","1831969000","518395475000","3190126"
"2019/08/20","163000","500","0.31","164000","164500","161000","7598","1239395000","519990538000","3190126"
"2019/08/19","162500","3000","1.88","159000","164500","159000","14882","2429363500","518395475000","3190126"
"2019/08/16","159500","4500","2.90","154000","162000","150000","12387","1953974500","508825097000","3190126"
"2019/08/14","155000","2000","1.31","154000","158000","154000","9496","1481448500","494469530000","3190126"
"2019/08/13","153000","-2500","-1.61","154500","155500","152500","6446","989039000","488089278000","3190126"
"2019/08/12","155500","500","0.32","156500","158500","153500","4500","698851000","496064593000","3190126"
"2019/08/09","155000","-1500","-0.96","158000","159000","154500","7348","1146739000","494469530000","3190126"
"2019/08/08","156500","1500","0.97","156500","158500","154500","8550","1332638500","499254719000","3190126"
"2019/08/07","155000","-1500","-0.96","157000","160000","152000","19190","2986671000","494469530000","3190126"
"2019/08/06","156500","-3500","-2.19","156000","162000","153500","23030","3661343000","499254719000","3190126"
"2019/08/05","160000","-2500","-1.54","162000","162500","157500","22676","3617932500","510420160000","3190126"
"2019/08/02","162500","3000","1.88","159000","163000","156500","21345","3413714000","518395475000","3190126"
"2019/08/01","159500","-4000","-2.45","162500","165500","159500","27766","4481162000","508825097000","3190126"
"2019/07/31","163500","5500","3.48","166000","168000","161000","57130","9353499000","521585601000","3190126"
"2019/07/30","158000","5000","3.27","153000","160000","153000","11384","1792337000","504039908000","3190126"
"2019/07/29","153000","-5000","-3.16","157500","158500","153000","14941","2328394000","488089278000","3190126"
"2019/07/26","158000","-4000","-2.47","161000","162500","155000","23936","3787149000","504039908000","3190126"
"2019/07/25","162000","0","0.00","161000","162500","155500","17343","2767666000","516800412000","3190126"
"2019/07/24","162000","-2000","-1.22","165000","165000","160000","13957","2261360000","516800412000","3190126"
"2019/07/23","164000","0","0.00","163000","167000","162000","20235","3310351500","523180664000","3190126"
"2019/07/22","164000","-500","-0.30","164500","167500","163000","13295","2193692500","523180664000","3190126"
"2019/07/19","164500","5000","3.13","162000","166500","161000","18781","3083207000","524775727000","3190126"
"2019/07/18","159500","-2500","-1.54","162500","164000","159000","20853","3358149500","508825097000","3190126"
"2019/07/17","162000","500","0.31","164500","165000","160000","27021","4397889000","516800412000","3190126"
"2019/07/16","161500","-1000","-0.62","163000","165500","161000","13661","2227288000","515205349000","3190126"
"2019/07/15","162500","-500","-0.31","163000","163500","158000","17089","2739248000","518395475000","3190126"
"2019/07/12","163000","500","0.31","162500","167000","161000","12334","2014570500","519990538000","3190126"
"2019/07/11","162500","1000","0.62","160500","164500","158500","13033","2095036000","518395475000","3190126"
"2019/07/10","161500","1500","0.94","162500","165000","156000","17261","2775341000","515205349000","3190126"
"2019/07/09","160000","-7000","-4.19","166000","168000","158500","20044","3234345500","510420160000","3190126"
"2019/07/08","167000","-2500","-1.47","169000","169500","162000","20086","3319594500","532751042000","3190126"
"2019/07/05","169500","-500","-0.29","168500","172500","165000","28846","4873733000","540726357000","3190126"
"2019/07/04","170000","7000","4.29","162000","170000","160500","39156","6508103000","542321420000","3190126"
"2019/07/03","163000","5500","3.49","159500","165500","158000","45992","7467644500","519990538000","3190126"
"2019/07/02","157500","7000","4.65","150500","159500","150500","29097","4540822000","502444845000","3190126"
"2019/07/01","150500","1000","0.67","150500","154500","146500","13287","1996822000","480113963000","3190126"
"2019/06/28","149500","500","0.34","146500","150000","146500","11276","1673641000","476923837000","3190126"
"2019/06/27","149000","-2500","-1.65","151500","151500","148000","25618","3829131500","475328774000","3190126"
"2019/06/26","151500","3500","2.36","148000","152000","146500","6433","967801500","483304089000","3190126"
"2019/06/25","148000","-2000","-1.33","149000","152500","147000","7569","1132338500","472138648000","3190126"
"2019/06/24","150000","-500","-0.33","150500","151500","148500","5985","895015000","478518900000","3190126"
"2019/06/21","150500","-4000","-2.59","155500","155500","150000","9423","1433520000","480113963000","3190126"
"2019/06/20","154500","4500","3.00","149000","154500","149000","8090","1234027000","492874467000","3190126"
"2019/06/19","150000","1000","0.67","149000","152000","149000","16699","2515668500","478518900000","3190126"
"2019/06/18","149000","-500","-0.33","151000","151000","148000","5431","810285500","475328774000","3190126"
"2019/06/17","149500","-1000","-0.66","150000","151500","148500","5065","759780500","476923837000","3190126"
"2019/06/14","150500","1500","1.01","148000","153000","147500","9543","1438789000","480113963000","3190126"
"2019/06/13","149000","-1500","-1.00","150000","151000","148500","18784","2806857000","475328774000","3190126"
"2019/06/12","150500","-500","-0.33","151000","151500","148500","11888","1788337000","480113963000","3190126"
"2019/06/11","151000","-500","-0.33","151500","152500","149500","16165","2429429500","481709026000","3190126"
"2019/06/10","151500","1500","1.00","150000","152000","149500","10949","1656232000","483304089000","3190126"
"2019/06/07","150000","1500","1.01","150500","150500","146500","17111","2558684000","478518900000","3190126"
"2019/06/05","148500","2500","1.71","147000","150000","147000","18130","2696363000","473733711000","3190126"
"2019/06/04","146000","1500","1.04","146000","146500","144000","12341","1796839000","465758396000","3190126"
"2019/06/03","144500","-3000","-2.03","146500","147500","143500","12027","1742166500","460973207000","3190126"
"2019/05/31","147500","-500","-0.34","146500","149000","146500","17045","2519021500","470543585000","3190126"
"2019/05/30","148000","7000","4.96","144500","149500","142000","29914","4363488500","472138648000","3190126"
"2019/05/29","141000","-1000","-0.70","141000","142500","140000","12493","1763611500","449807766000","3190126"
"2019/05/28","142000","0","0.00","140500","144500","140500","32865","4698827000","452997892000","3190126"
"2019/05/27","142000","2500","1.79","143500","145000","140000","27815","3949903000","452997892000","3190126"
"2019/05/24","139500","-500","-0.36","138500","140000","137000","11103","1540902000","445022577000","3190126"
"2019/05/23","140000","-1500","-1.06","140500","144000","138500","16255","2305424500","446617640000","3190126"
"2019/05/22","141500","2000","1.43","140000","142000","139500","12685","1791533000","451402829000","3190126"
"2019/05/21","139500","1000","0.72","137000","140000","137000","13593","1880633000","445022577000","3190126"
"2019/05/20","138500","500","0.36","139000","139000","136000","11593","1596582000","441832451000","3190126"
"2019/05/17","138000","0","0.00","137000","139000","137000","15698","2163752000","440237388000","3190126"
"2019/05/16","138000","-2000","-1.43","140000","140000","136000","22071","3038709000","440237388000","3190126"
"2019/05/15","140000","5000","3.70","136500","140500","134000","14373","1972776500","446617640000","3190126"
"2019/05/14","135000","-1000","-0.74","133500","138000","133500","9754","1313639000","430667010000","3190126"
"2019/05/13","136000","-3500","-2.51","139500","140000","134000","15365","2108218500","433857136000","3190126"
"2019/05/10","139500","1000","0.72","138000","141000","136500","24788","3453723000","445022577000","3190126"
"2019/05/09","138500","-500","-0.36","140000","141000","136500","15744","2167201000","441832451000","3190126"
"2019/05/08","139000","-1500","-1.07","140000","141000","138500","15728","2198117000","443427514000","3190126"
"2019/05/07","140500","-1000","-0.71","139500","141000","139000","10533","1476529500","448212703000","3190126"
"2019/05/03","141500","-1500","-1.05","143000","144500","140000","21908","3107095500","451402829000","3190126"
"2019/05/02","143000","5000","3.62","140000","144500","139000","34942","4992738000","456188018000","3190126"
"2019/04/30","138000","-2000","-1.43","140500","140500","136500","15898","2192641000","440237388000","3190126"
"2019/04/29","140000","0","0.00","139500","141000","139000","8631","1207112500","446617640000","3190126"
"2019/04/26","140000","500","0.36","139500","141000","138500","6530","909395500","446617640000","3190126"
"2019/04/25","139500","-500","-0.36","139500","141000","138000","9706","1356155000","445022577000","3190126"
"2019/04/24","140000","-3000","-2.10","143000","144500","139500","21139","2999061500","446617640000","3190126"
"2019/04/23","143000","-1500","-1.04","144000","144000","142000","16674","2387382500","456188018000","3190126"
"2019/04/22","144500","3500","2.48","143000","146000","141000","50330","7254295000","460973207000","3190126"
"2019/04/19","141000","1000","0.71","140500","141000","139000","12914","1807966500","449807766000","3190126"
"2019/04/18","140000","-2000","-1.41","142000","142500","138500","29351","4102360000","446617640000","3190126"
"2019/04/17","142000","1000","0.71","142000","145000","140000","31060","4432317000","452997892000","3190126"
"2019/04/16","141000","0","0.00","140000","141500","139000","18197","2552281500","449807766000","3190126"
"2019/04/15","141000","-2500","-1.74","143000","143000","139500","35004","4935215000","449807766000","3190126"
"2019/04/12","143500","-2500","-1.71","146000","146000","140500","28693","4096575500","457783081000","3190126"
"2019/04/11","146000","0","0.00","147500","147500","144000","8873","1285242000","465758396000","3190126"
"2019/04/10","146000","-2500","-1.68","148500","148500","145000","7655","1121207500","465758396000","3190126"
"2019/04/09","148500","1000","0.68","148500","149000","145500","4910","726631000","473733711000","3190126"
"2019/04/08","147500","-2000","-1.34","149500","150000","147000","4576","678982500","470543585000","3190126"
"2019/04/05","149500","1500","1.01","147000","150000","146000","8416","1254408000","476923837000","3190126"
"2019/04/04","148000","500","0.34","148000","148500","145500","11364","1672640000","472138648000","3190126"
"2019/04/03","147500","2000","1.37","145500","147500","144000","13286","1930679500","470543585000","3190126"
"2019/04/02","145500","-500","-0.34","147500","149000","144000","14101","2052951500","464163333000","3190126"
"2019/04/01","146000","5500","3.91","142000","149000","142000","22643","3321137500","465758396000","3190126"
"2019/03/29","140500","500","0.36","140500","141500","138000","6556","917247500","448212703000","3190126"
"2019/03/28","140000","-1000","-0.71","141500","143500","138500","7152","1005716500","446617640000","3190126"
"2019/03/27","141000","-1500","-1.05","142500","143500","140500","4094","578228000","449807766000","3190126"
"2019/03/26","142500","1500","1.06","141000","142500","139000","7719","1087844000","454592955000","3190126"
"2019/03/25","141000","-6500","-4.41","144000","146000","139000","27320","3864440000","449807766000","3190126"
"2019/03/22","147500","-500","-0.34","150000","151000","146000","5322","785171000","470543585000","3190126"
"2019/03/21","148000","-4500","-2.95","153000","154000","147000","14211","2130311000","472138648000","3190126"
"2019/03/20","152500","3000","2.01","150000","152500","149000","16309","2461787500","486494215000","3190126"
"2019/03/19","149500","-1000","-0.66","150500","153000","149000","10383","1568285500","476923837000","3190126"
"2019/03/18","150500","4500","3.08","147500","151000","146500","10841","1615894500","480113963000","3190126"
"2019/03/15","146000","-4500","-2.99","150000","152000","146000","14603","2172107000","465758396000","3190126"
"2019/03/14","150500","5500","3.79","145000","150500","144000","20925","3087617000","480113963000","3190126"
"2019/03/13","145000","-2500","-1.69","146500","147000","144000","9898","1434700000","462568270000","3190126"
"2019/03/12","147500","500","0.34","147000","149000","146000","12570","1851647500","470543585000","3190126"
"2019/03/11","147000","500","0.34","149000","149000","142000","17655","2561379500","468948522000","3190126"
"2019/03/08","146500","-500","-0.34","147500","150500","145000","19037","2808679500","467353459000","3190126"
"2019/03/07","147000","1500","1.03","146000","148000","144500","13723","2009348500","468948522000","3190126"
"2019/03/06","145500","-3000","-2.02","148000","151000","144500","25780","3774627500","464163333000","3190126"
"2019/03/05","148500","-1500","-1.00","149000","149000","145500","26850","3945908000","473733711000","3190126"
"2019/03/04","150000","-2500","-1.64","152500","156500","149000","26075","3923714500","478518900000","3190126"
"2019/02/28","152500","-4000","-2.56","157500","157500","152500","9076","1407793500","486494215000","3190126"
"2019/02/27","156500","-3500","-2.19","159000","160000","155500","15962","2513016500","499254719000","3190126"
"2019/02/26","160000","-1000","-0.62","161000","161000","158000","9266","1477709500","510420160000","3190126"
"2019/02/25","161000","2000","1.26","160000","161500","158500","10313","1658368000","513610286000","3190126"
"2019/02/22","159000","-3500","-2.15","162500","163500","157500","14404","2300988500","507230034000","3190126"
"2019/02/21","162500","3000","1.88","160500","165000","158000","34429","5599526500","518395475000","3190126"
"2019/02/20","159500","8000","5.28","151000","160000","151000","52182","8237064500","508825097000","3190126"
"2019/02/19","151500","-2500","-1.62","154000","155500","150000","10072","1535675000","483304089000","3190126"
"2019/02/18","154000","6500","4.41","148000","156000","147500","27060","4150274500","491279404000","3190126"
"2019/02/15","147500","-1500","-1.01","149000","149000","146500","12689","1875503000","470543585000","3190126"
"2019/02/14","149000","-3500","-2.30","152000","152500","147000","16038","2384472500","475328774000","3190126"
"2019/02/13","152500","-1000","-0.65","153500","154000","150500","7719","1174321000","486494215000","3190126"
"2019/02/12","153500","2500","1.66","150000","153500","149500","10283","1561474000","489684341000","3190126"
"2019/02/11","151000","-1000","-0.66","150500","153000","150500","9583","1454665000","481709026000","3190126"
"2019/02/08","152000","-4500","-2.88","153500","156000","148500","22494","3408552500","484899152000","3190126"
"2019/02/07","156500","4500","2.96","151000","157000","151000","35490","5517939500","499254719000","3190126"
"2019/02/01","152000","11000","7.80","144000","153500","143500","81271","12066349000","484899152000","3190126"
"2019/01/31","141000","-3000","-2.08","145500","145500","139500","15682","2220720500","449807766000","3190126"
"2019/01/30","144000","2000","1.41","143000","145000","141500","16117","2318958000","459378144000","3190126"
"2019/01/29","142000","500","0.35","140500","142000","140000","5442","766450000","452997892000","3190126"
"2019/01/28","141500","2000","1.43","139000","145000","138000","22788","3250630500","451402829000","3190126"
"2019/01/25","139500","2000","1.45","138000","140500","137000","12979","1796514500","445022577000","3190126"
"2019/01/24","137500","-500","-0.36","138500","139000","136000","15407","2110254000","438642325000","3190126"
"2019/01/23","138000","-3500","-2.47","139500","141500","137000","16228","2247578500","440237388000","3190126"
"2019/01/22","141500","0","0.00","142000","142000","139000","4978","698321000","451402829000","3190126"
"2019/01/21","141500","2500","1.80","140500","142000","139500","8989","1266694000","451402829000","3190126"
"2019/01/18","139000","-2000","-1.42","141500","143000","137500","22218","3096452500","443427514000","3190126"
"2019/01/17","141000","-4000","-2.76","145500","146500","139000","23329","3290802500","449807766000","3190126"
"2019/01/16","145000","-5000","-3.33","150000","151000","143500","23423","3410533500","462568270000","3190126"
"2019/01/15","150000","1500","1.01","149500","152000","145500","22964","3406865500","478518900000","3190126"
"2019/01/14","148500","-3000","-1.98","151500","152000","146500","13887","2069794000","473733711000","3190126"
"2019/01/11","151500","1000","0.66","155000","156500","149500","13352","2028447000","483304089000","3190126"
"2019/01/10","150500","0","0.00","153000","156000","147500","21657","3307606000","480113963000","3190126"
"2019/01/09","150500","3000","2.03","148000","152500","148000","23792","3567592000","480113963000","3190126"
"2019/01/08","147500","1000","0.68","148000","150500","145000","20233","2996930500","470543585000","3190126"
"2019/01/07","146500","3500","2.45","146500","148500","143500","7034","1024320500","467353459000","3190126"
"2019/01/04","143000","-4500","-3.05","147000","147500","140000","9292","1328291500","456188018000","3190126"
"2019/01/03","147500","3000","2.08","146500","149000","144000","11782","1736026000","470543585000","3190126"
"2019/01/02","144500","2500","1.76","140500","147500","140500","22650","3297526500","460973207000","3190126"
"2018/12/28","142000","-500","-0.35","142500","145000","138000","13256","1858448500","452997892000","3190126"
"2018/12/27","142500","3500","2.52","141500","143500","137000","13820","1950846000","454592955000","3190126"
"2018/12/26","139000","3500","2.58","131500","142000","130500","24474","3276411500","443427514000","3190126"
"2018/12/24","135500","-2500","-1.81","136000","136500","134000","16712","2256829000","432262073000","3190126"
"2018/12/21","138000","-4500","-3.16","141500","142500","137000","42561","5879546500","440237388000","3190126"
"2018/12/20","142500","1000","0.71","141500","143500","138500","10647","1504569500","454592955000","3190126"
"2018/12/19","141500","5000","3.66","138000","147000","134000","31316","4436222000","451402829000","3190126"
"2018/12/18","136500","-5500","-3.87","141000","142000","135000","25153","3461145500","435452199000","3190126"
"2018/12/17","142000","-3500","-2.41","146000","146000","139500","16749","2382654500","452997892000","3190126"
"2018/12/14","145500","-3500","-2.35","149000","150000","145500","11288","1672006000","464163333000","3190126"
"2018/12/13","149000","-500","-0.33","151000","151500","146000","23171","3426262000","475328774000","3190126"
"2018/12/12","149500","7500","5.28","144000","150500","143000","20099","2983591500","476923837000","3190126"
"2018/12/11","142000","-2500","-1.73","144500","145500","141000","8735","1247871500","452997892000","3190126"
"2018/12/10","144500","-500","-0.34","144000","146500","140500","13391","1933476500","460973207000","3190126"
"2018/12/07","145000","-2000","-1.36","148500","148500","143500","11608","1683534500","462568270000","3190126"
"2018/12/06","147000","-1500","-1.01","148500","151000","144000","21504","3147225000","468948522000","3190126"
"2018/12/05","148500","-1000","-0.67","145500","151500","144000","16493","2432792000","473733711000","3190126"
"2018/12/04","149500","-500","-0.33","152500","152500","144500","25224","3730497500","476923837000","3190126"
"2018/12/03","150000","16500","12.36","143000","150000","141000","67426","9829195000","478518900000","3190126"
"2018/11/30","133500","-1500","-1.11","133500","136500","133000","14453","1951097000","425881821000","3190126"
"2018/11/29","135000","2000","1.50","135000","137000","132500","17646","2369527000","430667010000","3190126"
"2018/11/28","133000","2000","1.53","131000","135000","129000","20077","2663401500","424286758000","3190126"
"2018/11/27","131000","500","0.38","131500","131500","128000","11136","1449319000","417906506000","3190126"
"2018/11/26","130500","5000","3.98","125500","131000","125000","16809","2167317000","416311443000","3190126"
"2018/11/23","125500","-1500","-1.18","126000","129000","125500","13962","1771068500","400360813000","3190126"
"2018/11/22","127000","-500","-0.39","128500","130500","126500","15356","1972894500","405146002000","3190126"
"2018/11/21","127500","1500","1.19","125500","129500","124500","10465","1335010000","406741065000","3190126"
"2018/11/20","126000","-7500","-5.62","135000","135000","126000","29482","3781951000","401955876000","3190126"
"2018/11/19","133500","4000","3.09","131500","135000","130000","15020","1987278000","425881821000","3190126"
"2018/11/16","129500","-5000","-3.72","135500","138000","129500","19642","2619314500","413121317000","3190126"
"2018/11/15","134500","-4500","-3.24","139500","139500","134000","14612","1980338500","429071947000","3190126"
"2018/11/14","139000","-1000","-0.71","141000","145000","138000","23314","3294144500","443427514000","3190126"
"2018/11/13","140000","-6000","-4.11","143500","144000","137000","18982","2647373000","446617640000","3190126"
"2018/11/12","146000","2000","1.39","144000","148000","142000","12928","1886758000","465758396000","3190126"
"2018/11/09","144000","500","0.35","143500","145000","140000","8838","1265224500","459378144000","3190126"
"2018/11/08","143500","1500","1.06","145000","145500","142000","18852","2716016500","457783081000","3190126"
"2018/11/07","142000","0","0.00","142000","146000","135000","19118","2708004000","452997892000","3190126"
"2018/11/06","142000","1000","0.71","142500","149000","138000","36534","5236940000","452997892000","3190126"
"2018/11/05","141000","-500","-0.35","144000","145500","137000","28900","4088066500","449807766000","3190126"
"2018/11/02","141500","10000","7.60","134500","144000","134500","61825","8740588000","451402829000","3190126"
"2018/11/01","131500","1500","1.15","133000","142500","130500","82790","11345504000","419501569000","3190126"
"2018/10/31","130000","12000","10.17","123500","131000","122500","55735","7132797000","414716380000","3190126"
"2018/10/30","118000","2500","2.16","111500","118500","111500","30973","3599887000","376434868000","3190126"
"2018/10/29","115500","-1500","-1.28","117000","121000","114000","39537","4621212000","368459553000","3190126"
"2018/10/26","117000","-8500","-6.77","127500","128000","115000","38936","4622566500","373244742000","3190126"
"2018/10/25","125500","-7000","-5.28","127000","130500","123000","39446","4951773000","400360813000","3190126"
"2018/10/24","132500","0","0.00","135000","137500","131000","18949","2550084000","422691695000","3190126"
"2018/10/23","132500","-3500","-2.57","134500","136500","131000","11019","1481225500","422691695000","3190126"
"2018/10/22","136000","5000","3.82","131000","136000","130000","12998","1747852500","433857136000","3190126"
"2018/10/19","131000","-4000","-2.96","133000","133500","130000","29669","3901271000","417906506000","3190126"
"2018/10/18","135000","-3000","-2.17","138500","138500","131000","17871","2395326000","430667010000","3190126"
"2018/10/17","138000","6000","4.55","135000","138000","133500","20814","2826689500","440237388000","3190126"
"2018/10/16","132000","-5500","-4.00","136000","137000","131000","24146","3219223500","421096632000","3190126"
"2018/10/15","137500","4000","3.00","134000","140000","133500","24109","3316830000","438642325000","3190126"
"2018/10/12","133500","5000","3.89","122500","134000","122500","34614","4440639000","425881821000","3190126"
"2018/10/11","128500","-5500","-4.10","129000","132000","128000","29909","3879029500","409931191000","3190126"
"2018/10/10","134000","-5500","-3.94","139500","140500","132000","24129","3262534500","427476884000","3190126"
"2018/10/08","139500","6000","4.49","133000","139500","132500","22719","3125104500","445022577000","3190126"
